"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"LY1022006184",0.64,0.5633333333333334,0.64,0.6216666666666667,5,0,67,110,"Homme",35,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022006209",0.8724999999999999,0.5983333333333333,0.9749999999999999,0.8441666666666668,2,0,83,94,"Homme",30,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022006463",0.6699999999999999,0.6591666666666667,0.8799999999999999,0.7433333333333334,1,4,65,161,"Homme",30,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1022006479",0.765,0.6225,0.835,0.7575000000000002,1,4,52,193,"Homme",27,"Libye","Autre","No","Yes","No","No","Yes","No","KND"
"LY1022006595",0.7324999999999999,0.6308333333333334,0.7525,0.7391666666666667,3,4,142,102,"Homme",23,"Libye","Autre","No","Yes","No","No","No","No","KND"
"LY1022006967",0.7424999999999999,0.6308333333333334,0.9149999999999999,0.7966666666666669,1,4,172,27,"Homme",40,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022007923",0.6425,0.7433333333333333,0.615,0.6966666666666668,4,0,85,93,"Homme",27,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022007930",0.6024999999999999,0.39416666666666667,0.8475,0.6108333333333333,1,0,166,14,"Homme",19,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022007932",0.7025,0.5700000000000001,0.635,0.665,7,0,91,88,"Homme",34,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022007980",0.6074999999999999,0.30500000000000005,0.5425,0.5075000000000001,4,4,113,71,"Femme",25,"Libye","Autre","No","Yes","No","No","Yes","No","KND"
"LY1022008073",0.7050000000000001,0.7833333333333333,0.8825000000000001,0.8191666666666668,1,0,106,72,"Homme",35,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022008567",0.49,0.5416666666666666,0.2025,0.38083333333333336,30,0,41,137,"Homme",50,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022008710",0.6950000000000001,0.40750000000000003,0.795,0.6575000000000001,1,4,197,6,"Homme",33,"Niger","Autre","No","Yes","No","No","Yes","No","KND"
"LY1022008803",0.3625,0.3225,0.48750000000000004,0.42500000000000004,7,4,0,0,"Femme",45,"Libye","Autre","No","Yes","No","No","Yes","No","Unknown"
"LY1022009344",0.615,0.3816666666666667,0.5125000000000001,0.5483333333333333,0,4,85,79,"Femme",45,"Libye","Autre","Yes","Yes","No","No","No","Yes","KND"
"LY1022010250",0.1375,0.19833333333333333,0.6024999999999999,0.3316666666666667,3,4,84,83,"Femme",26,"Libye","Autre","No","Yes","No","No","No","No","KND"
"LY1022010484",0.515,0.3516666666666667,0.73,0.5158333333333334,0,4,101,60,"Femme",22,"Libye","Autre","No","Yes","No","No","Yes","No","KND"
"LY1022011502",0.28500000000000003,0.5325,0.49,0.45000000000000007,1,4,280,174.5,"Femme",20,"Libye","Autre","Yes","Yes","No","No","Yes","No","KND"
"Ly1022011968",0.7324999999999999,0.7500000000000002,0.7525,0.7725,2,0,0,0,"Homme",35,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022012547",0.7324999999999999,0.5566666666666666,0.76,0.6958333333333335,0,4,52,96,"Homme",25,"Libye","Autre","No","Yes","No","No","No","No","KND"
"LY1022012594",0.8424999999999999,0.7424999999999999,0.7525,0.8025,4,4,99,48,"Femme",31,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1022013584",0.74,0.48333333333333334,0.6975,0.6291666666666668,2,0,86,4,"Homme",26,"Libye","Autre","No","No","No","No","Yes","Yes","CAS"
"Ly1022016289",0.435,0.43499999999999994,0.8099999999999999,0.5825,1,0,0,0,"Homme",38,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022058D71E574B5",0.67,0.4333333333333333,0.7450000000000001,0.6366666666666668,7,4,141,142,"Homme",37,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"Ly10221E2715372604",0.6525,0.59,0.7825,0.7125,2,0,0,0,"Homme",27,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY10223317B8A18B56",0.2775,0.45749999999999996,0.7725,0.5175000000000001,6,4,168,43,"Homme",26,"Libye","Autre","Yes","Yes","No","No","Yes","No","KND"
"LY102239D7975520B8",0.705,0.465,0.8625,0.6575000000000001,3,0,158,79,"Femme",23,"Libye","Niger","No","No","No","No","No","No","Unknown"
"LY10223F0E70D51C75",0.2725,0.3,0.4675,0.385,4,4,168,44,"Homme",30,"Libye","Autre","Yes","Yes","No","No","Yes","No","KND"
"LY1022423FBAA84596",0.4425,0.485,0.8325,0.6275000000000001,8,7,30,252,"Homme",30,"Libye","Mali","Yes","Yes","Yes","Yes","No","No","KND"
"LY102258810145C699",0.645,0.4591666666666667,0.8274999999999999,0.6558333333333335,6,6,125,107,"Homme",37,"Libye","Mali","Yes","Yes","Yes","Yes","No","Yes","CAS, KND"
"LY10225FACFB649CAD",0.51,0.7550000000000001,0.8525,0.665,1,1,175,93,"Femme",38,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022678F5F32BBC6",0.42000000000000004,0.4658333333333333,0.7975,0.5516666666666667,6,6,31,215,"Homme",39,"Libye","Mali","Yes","Yes","Yes","Yes","No","No","KND"
"LY102283DB88ADEA93",0.53,0.49166666666666675,0.89,0.6633333333333333,5,6,23,148,"Homme",34,"Algérie","Mali","Yes","Yes","Yes","Yes","No","Yes","KND"
"LY1022940F466C8590",0.695,0.7575000000000001,0.8150000000000001,0.7575000000000001,4,1,175,93,"Homme",52,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY102299C8098A8BCB",0.6325,0.5449999999999999,0.7075000000000001,0.6275000000000001,14,4,149,28,"Femme",38,"Libye","Mali","Yes","Yes","Yes","Yes","Yes","Yes","CAS, KND"
"LY10229D0561B620C4",0.4625,0.485,0.745,0.5925000000000001,7,4,153,130,"Femme",26,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1022C4791141FADF",0.8424999999999999,0.4966666666666667,0.865,0.7408333333333335,9,6,31,185,"Homme",33,"Libye","Mali","Yes","Yes","Yes","Yes","Yes","Yes","CAS, KND"
"LY1022C4AE7206FE05",0.375,0.59,0.8425,0.6350000000000001,35,6,23,165,"Homme",58,"Libye","Mali","Yes","Yes","Yes","Yes","Yes","Yes","KND"
"LY1022F230F1AA057B",0.7575,0.5316666666666667,0.7075000000000001,0.6633333333333334,1,6,27,116,"Homme",29,"Libye","Mali","Yes","Yes","Yes","Yes","No","Yes","CAS, KND"
"LY1022FE84C1D03485",0.52,0.7733333333333333,0.9375,0.7716666666666667,4,35,158,79,"Homme",38,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"Ly1022FF72C4D670A4",0.71,0.6116666666666666,0.7525,0.7208333333333333,2,0,0,0,"Homme",28,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"MA1020003382",0.6799999999999999,0.7183333333333334,0.5900000000000001,0.6466666666666667,6,0,69,308,"Femme",40,"Autre","Autre","No","No","Yes","Yes","Yes","Yes","CAS"
"MA1020003834",0.8375,0.5641666666666666,0.7175,0.7108333333333333,2,0,121.5,174.5,"Homme",24,"Autre","Autre","No","No","No","No","Yes","No","CAS"
"MA1021001989",0.5225,0.6866666666666668,0.7675000000000001,0.6758333333333333,2,0,34,203,"Homme",29,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1021002225",0.44499999999999995,0.47333333333333333,0.625,0.5666666666666668,1,0,138,174.5,"Femme",38,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA1021003074",0.835,0.7016666666666667,0.6875,0.7683333333333335,9,0,212,184,"Homme",37,"Autre","Autre","No","No","Yes","Yes","No","Yes","CAS"
"MA1021003248",0.61,0.6633333333333333,0.9099999999999999,0.7766666666666668,4,0,48,334,"Femme",29,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021003470",0.185,0.3158333333333333,0.39749999999999996,0.3716666666666667,3,0,209,148,"Homme",21,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA1021003554",0.4975,0.5183333333333334,0.6,0.5741666666666667,6,0,97,132,"Homme",36,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1021004022",0.3975,0.3816666666666667,0.36,0.4358333333333334,2,4,139,245,"Homme",25,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004176",0.4049999999999999,0.5883333333333333,0.67,0.5841666666666667,4,71,179,168,"Homme",26,"Autre","Autre","No","Yes","No","No","No","Yes","CAS"
"MA1021004407",0.5,0.53,0.7625000000000001,0.6325000000000001,2,4,125,240,"Homme",25,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004440",0.55,0.4416666666666667,0.45499999999999996,0.5158333333333334,5,3,196,188,"Homme",20,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004503",0.3575,0.33,0.83,0.495,2,0,109,276,"Homme",22,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004511",0.8899999999999999,0.6191666666666666,0.9749999999999999,0.8408333333333337,5,0,62,293,"Homme",32,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"MA1021004532",0.5525,0.6025,0.635,0.5925000000000002,0,4,139,245,"Femme",30,"Autre","Guinee Conakry","Yes","Yes","Yes","Yes","No","No","CAS, KND"
"MA1021004547",0.2675,0.2533333333333333,0.7375,0.45666666666666667,3,4,125,264,"Homme",38,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004548",0.505,0.6566666666666666,0.8175,0.6958333333333333,9,0,74,340,"Femme",29,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021004564",0.84,0.78,0.9624999999999999,0.8775000000000002,3,0,181,230,"Homme",28,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021004582",0.5775,0.5033333333333333,0.8174999999999999,0.6716666666666667,0,4,139,242,"Homme",19,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004612",0.84,0.49416666666666664,0.8574999999999999,0.7633333333333334,0,0,73,341,"Homme",29,"Autre","Autre","Yes","No","No","No","Yes","Yes","KND"
"MA1021004635",0.615,0.56,0.7,0.6525000000000001,0,4,139,246,"Homme",36,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"MA1021004646",0.525,0.6916666666666667,0.4925,0.5058333333333334,0,0,194,180,"Femme",28,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004668",0.785,0.4591666666666667,0.785,0.7158333333333334,0,0,76,308,"Homme",28,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"MA1021004675",0.495,0.5183333333333333,0.855,0.6666666666666667,2,0,150,219,"Homme",28,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004706",0.48,0.6666666666666666,0.2525,0.4558333333333333,3,0,129,191,"Homme",51,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021004757",0.745,0.6174999999999999,0.8975,0.7750000000000002,5,0,242,16,"Homme",36,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA1021004759",0.5425,0.5875000000000001,0.6925,0.615,10,71,209,134,"Femme",40,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1021004804",0.8274999999999999,0.7650000000000001,0.94,0.8400000000000002,6,0,242,11,"Homme",36,"Niger","Autre","No","No","No","No","No","No","CAS"
"MA1021004837",0.7475,0.5725,0.7925,0.7075000000000002,2,0,192,185,"Femme",23,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004851",0.605,0.555,0.7400000000000001,0.6575000000000001,2,0,48,357,"Femme",50,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004853",0.28500000000000003,0.49250000000000005,0.475,0.4050000000000001,3,0,34,357,"Homme",36,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004873",0.725,0.6833333333333332,0.835,0.7516666666666668,2,0,187,187,"Femme",22,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004886",0.8574999999999999,0.48250000000000004,0.765,0.6575000000000002,3,0,126,263,"Homme",29,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004930",0.6275000000000001,0.49749999999999994,0.8749999999999999,0.7200000000000002,3,0,286,28,"Homme",18,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021004955",0.49249999999999994,0.4166666666666667,0.3975,0.4308333333333334,3,0,133,152,"Homme",22,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021004970",0.7125,0.7241666666666666,0.9450000000000001,0.7958333333333335,4,0,121,197,"Homme",31,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021004995",0.15500000000000003,0.2583333333333333,0.215,0.22666666666666668,9,4,218,24,"Femme",38,"Autre","Autre","No","Yes","No","No","No","No","KND"
"MA1021005004",0.6175,0.5566666666666666,0.9149999999999999,0.7158333333333334,0,0,69,166,"Femme",35,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA1021005021",0.48750000000000004,0.475,0.71,0.5625000000000001,3,0,97,152,"Homme",22,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1021005023",0.7675,0.6533333333333334,0.9999999999999999,0.836666666666667,2,0,43,188,"Femme",39,"Autre","Autre","No","No","Yes","No","Yes","Yes","CAS"
"MA1021005124",0.715,0.7725000000000002,0.9624999999999999,0.8200000000000002,7,0,46,234,"Homme",31,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021005127",0.54,0.6383333333333333,0.8975,0.7041666666666667,7,0,39,254,"Homme",23,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA1021005131",0.6525,0.6175,0.7925,0.6900000000000002,3,0,48,245,"Homme",24,"Autre","Guinee Conakry","No","No","No","No","No","Yes","CAS, KND"
"MA1021005160",0.5,0.7183333333333334,0.465,0.5366666666666666,6,0,50,186,"Femme",41,"Autre","Autre","No","No","Yes","No","No","Yes","CAS"
"MA1021005186",0.785,0.76,0.9999999999999999,0.8800000000000003,3,0,90,181,"Homme",29,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021005297",0.41000000000000003,0.3441666666666667,0.43500000000000005,0.39583333333333337,1,1,69,140,"Femme",37,"Autre","Autre","No","Yes","No","No","Yes","Yes","CAS"
"MA1021005410",0.9425,0.5391666666666667,0.8899999999999999,0.8083333333333336,3,0,46,212,"Homme",29,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021005419",0.7799999999999999,0.6541666666666667,0.885,0.7708333333333335,5,0,97,133,"Homme",29,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1021005440",0.34,0.4108333333333333,0.345,0.3591666666666667,20,0,218,69,"Femme",49,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1021005441",0.33,0.5,0.4,0.4750000000000002,7,1,34,175,"Femme",33,"Autre","Autre","No","Yes","Yes","Yes","No","Yes","CAS"
"MA1021005442",0.5725,0.5708333333333333,0.6675000000000001,0.6066666666666668,2,0,0,0,"Homme",26,"Niger","Autre","No","No","No","No","No","No","Unknown"
"MA1021005448",0.7825,0.3183333333333333,0.855,0.6941666666666668,4,0,237,14,"Homme",25,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021005456",0.6875,0.6491666666666667,0.7725,0.6808333333333334,10,0,97,132,"Homme",36,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA10211F48EA542580",0.6475000000000001,0.51,0.8025,0.6700000000000002,3,0,48,236,"Femme",22,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"MA10212105F39315A6",0.84,0.5333333333333333,0.925,0.7891666666666668,3,0,46,255,"Homme",28,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021348893C4C4B8",0.6275,0.61,0.8975,0.7350000000000001,7,6,20,232,"Homme",32,"Autre","Mali","Yes","Yes","Yes","Yes","No","Yes","KND"
"MA10213E938BB26768",0.6224999999999999,0.5033333333333334,0.7775,0.6541666666666667,3,0,181,210,"Homme",27,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA102145769C4C0D01",0.38,0.7250000000000001,0.8525,0.6725,2,74,0,0,"Homme",25,"Autre","Autre","Yes","Yes","No","No","No","Yes","Unknown"
"MA102145F58252F265",0.41000000000000003,0.56,0.6950000000000001,0.54,20,0,74,322,"Homme",39,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA102146C59151A0FB",0.51,0.5033333333333334,0.7100000000000001,0.6016666666666667,1,0,132,263,"Homme",26,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA10214F75C67F336F",0.745,0.6583333333333333,0.9075,0.7891666666666668,2,9,377,11,"Homme",24,"Autre","Autre","Yes","Yes","No","No","No","No","KND"
"MA10215341CB8B0A55",0.4,0.5858333333333333,0.82,0.6091666666666666,2,3,160,174.5,"Homme",34,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA10216728FDBE302B",0.63,0.6525000000000001,0.975,0.7725000000000002,0,0,120,175,"Homme",32,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA102184A8B9CFA158",0.73,0.6866666666666668,0.975,0.7933333333333334,3,0,94,296,"Homme",28,"Autre","Autre","Yes","No","No","No","No","Yes","CAS"
"MA1021870668000C9A",0.57,0.7191666666666667,0.895,0.7133333333333335,3,6,152,174.5,"Homme",28,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA10218ED8A2AE3D29",0.47,0.5316666666666667,0.7374999999999999,0.5283333333333333,0,0,126,179,"Homme",32,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA102199398B75D528",0.6124999999999999,0.5266666666666667,0.8375,0.6408333333333334,1,0,120,181,"Homme",21,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA10219CEC468318D4",0.72,0.6891666666666666,0.76,0.7533333333333334,2,0,159,236,"Homme",29,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021A2760196BB8E",0.8375,0.5258333333333333,0.635,0.6566666666666668,0,0,46,268,"Homme",23,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021AB4151AECA1B",0.575,0.4766666666666667,0.9624999999999999,0.6858333333333334,5,0,137,260,"Homme",27,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021AD09D3CF7C4F",0.4025000000000001,0.4475,0.8624999999999999,0.5700000000000001,3,6,160,174.5,"Homme",28,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1021B0D4794D2733",0.7725,0.56,0.89,0.7375000000000003,3,0,146,250,"Homme",34,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021B85BC821095F",0.5275,0.5850000000000001,0.835,0.67,4,0,97,159,"Homme",31,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021C7FC8D9F2DBC",0.715,0.5975,0.5275,0.645,3,0,286,15,"Homme",34,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021CAB24D2D1832",0.8375,0.7200000000000002,0.8975,0.8275,1,0,377,13,"Homme",34,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021D7FC176733A4",0.38,0.7183333333333334,0.885,0.6716666666666667,9,0,120,176,"Homme",57,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021E0290815A169",0.47,0.4666666666666667,0.715,0.5158333333333334,3,0,146,249,"Homme",32,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021E31414DFFFB9",0.34,0.5733333333333334,0.7775,0.6016666666666667,4,4,48,247,"Homme",25,"Autre","Guinee Conakry","Yes","Yes","No","No","No","Yes","CAS, KND"
"MA1021E66C574DBCDF",0.66,0.5941666666666666,0.6900000000000001,0.6158333333333333,4,1,133,162,"Homme",40,"Autre","Autre","Yes","Yes","No","No","No","No","KND"
"MA1021E83A9F5DA291",0.6725,0.5933333333333333,0.9199999999999999,0.7491666666666668,2,0,134,167,"Homme",25,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1021F23702A60350",0.6075,0.8141666666666667,0.9450000000000001,0.7983333333333335,3,6,153,174.5,"Homme",23,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1021F39A4B183E33",0.14250000000000002,0.29000000000000004,0.8375,0.43000000000000005,1,1,77,229,"Homme",28,"Autre","Autre","Yes","Yes","No","No","No","No","KND"
"MA1021F7AF1BB58832",0.5425,0.5066666666666667,0.95,0.6858333333333334,2,0,46,220,"Homme",28,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021F98D22D73918",0.42999999999999994,0.5475000000000001,0.6725,0.55,10,0,54,253,"Homme",25,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1021FAF2E6691AA5",0.42500000000000004,0.54,0.755,0.59,2,1,134,168,"Homme",27,"Autre","Autre","Yes","Yes","No","No","No","Yes","KND"
"MA1022001178",0.7025,0.3516666666666666,0.7800000000000001,0.6433333333333333,5,0,45,205,"Homme",32,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1022001187",0.54,0.525,0.45000000000000007,0.5775000000000001,2,0,134,117,"Femme",35,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1022001263",0.7774999999999999,0.6833333333333335,0.835,0.7841666666666667,6,0,242,36,"Homme",33,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA1022001266",0.59,0.56,0.59,0.5700000000000003,3,0,34,229,"Femme",48,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"MA1022001314",0.8175,0.53,0.9149999999999999,0.7775000000000002,1,0,48,182,"Homme",32,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"MA1022001342",0.30000000000000004,0.6541666666666667,0.745,0.5933333333333333,1,1,54,147,"Femme",29,"Autre","Autre","No","Yes","No","No","No","Yes","CAS"
"MA1022001424",0.9275,0.7366666666666666,0.94,0.8733333333333335,6,0,186,23,"Homme",36,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"MA1022001455",0.1375,0.5641666666666666,0.4,0.39583333333333337,4,1,69,140,"Femme",28,"Autre","Autre","No","Yes","Yes","Yes","Yes","Yes","CAS"
"MA1022001469",0.8099999999999999,0.7216666666666667,0.8025,0.7808333333333335,4,0,83,153,"Homme",25,"Autre","Autre","No","No","Yes","No","No","Yes","CAS"
"MA1022002131",0.765,0.6166666666666667,0.785,0.7258333333333333,3,0,134,39,"Femme",36,"Autre","Autre","No","No","No","No","No","No","CAS"
"MA102206E96008DF58",0.4275,0.47,0.8400000000000001,0.5650000000000001,2,0,97,159,"Femme",26,"Autre","Autre","Yes","No","Yes","No","Yes","No","KND"
"MA102219FE0DD13EB6",0.39749999999999996,0.8058333333333333,0.9450000000000001,0.7241666666666668,0,3,160,174.5,"Homme",30,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1022328107486F44",0.6325,0.8308333333333334,0.9324999999999999,0.8216666666666668,2,3,159,174.5,"Homme",25,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA10225C5D309A5C78",0.35500000000000004,0.5,0.6075,0.5249999999999999,5,0,87,168,"Homme",39,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"MA1022B37C7C67855C",0.41000000000000003,0.5691666666666666,0.8875,0.6183333333333334,3,6,159,174.5,"Homme",20,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1022B5DF8FBC9714",0.5549999999999999,0.4783333333333333,0.585,0.5066666666666666,7,0,209,18,"Homme",27,"Autre","Autre","Yes","No","No","No","No","No","KND"
"MA1022CA43EDCB7790",0.605,0.8091666666666666,0.9324999999999999,0.8033333333333335,5,6,153,174.5,"Homme",22,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"MA1022DC32EF502918",0.78,0.56,0.9124999999999999,0.7550000000000001,4,1,90,161,"Homme",27,"Autre","Autre","Yes","Yes","No","No","Yes","Yes","KND"
"MA1022E6E1BAC17E30",0.495,0.6658333333333334,0.9749999999999999,0.7341666666666667,2,3,167,174.5,"Homme",32,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"ML 1021002350",0.1675,0.52,0.525,0.38250000000000006,0,0,0,0,"Femme",32,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ML1021001885",0.6699999999999999,0.475,0.7974999999999999,0.6350000000000001,0,0,128,231,"Homme",19,"Autre","Guinee Conakry","No","No","Yes","Yes","No","No","CAS, KND"
"ML1021002000",0.4075000000000001,0.5875000000000001,0.9999999999999999,0.7325,5,0,147,228,"Homme",25,"Autre","Autre","No","No","No","No","Yes","Yes","KND"
"ML1021002002",0.76,0.475,0.6900000000000001,0.63,1,8,158,196,"Homme",21,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"ML1021002062",0.8574999999999999,0.7141666666666666,0.9574999999999999,0.8508333333333336,0,8,158,202,"Homme",18,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"ML1021002243",0.8,0.6483333333333333,0.68,0.7241666666666667,0,0,167,145,"Femme",33,"Autre","Autre","No","No","No","No","No","No","KND"
"ML1021002348",0.5549999999999999,0.4108333333333333,0.8099999999999999,0.6091666666666666,1,0,0,174.5,"Homme",31,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"ML1021002351",0.83,0.5866666666666666,0.6475,0.6408333333333335,1,0,200,1,"Homme",27,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"ML1021002380",0.6224999999999999,0.22,0.825,0.5549999999999999,2,0,161,191,"Homme",38,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"ML1021002410",0.6775,0.5783333333333334,0.6725000000000001,0.6691666666666667,0,0,105,131,"Femme",26,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"ML1021002420",0.46249999999999997,0.6741666666666666,0.9075,0.6933333333333334,3,0,24,262,"Homme",27,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"ML1021002448",0.84,0.5741666666666666,0.915,0.8058333333333335,0,7,93,237,"Homme",24,"Autre","Autre","No","Yes","No","No","Yes","Yes","KND"
"ML1021002492",0.6875,0.49166666666666675,0.9999999999999999,0.7808333333333335,5,6,162,213,"Homme",24,"Autre","Autre","No","Yes","No","No","Yes","Yes","KND"
"ML1022001119",0.5375,0.45999999999999996,0.58,0.48250000000000004,0,0,198,11,"Femme",26,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"ML1022001122",0.54,0.3366666666666666,0.8825000000000001,0.6133333333333333,7,0,162,86,"Homme",28,"Autre","Autre","No","No","No","No","No","No","CAS"
"ML1022001126",0.8025,0.35333333333333333,0.775,0.6266666666666667,6,0,74,186,"Homme",29,"Algérie","Guinee Conakry","Yes","No","No","No","No","Yes","CAS, KND"
"ML1022001405",0.43999999999999995,0.5,0.8025,0.5800000000000001,1,0,62,146,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"ML1022001406",0.545,0.6166666666666667,0.8025,0.6583333333333333,2,0,62,146,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"ML1022001453",0.6425,0.7458333333333332,0.86,0.7766666666666668,0,0,48,141,"Homme",24,"Autre","Autre","No","No","No","No","No","No","KND"
